(rturn,o0,o1,o2,o3,o4,o5,o6,o7,o8)
2272:(0,2,0,2,1,2,1,1,0,1)
2273:(0,2,0,2,1,2,1,1,1,0)
2274:(0,2,0,2,2,0,1,1,1,1)
2275:(0,2,0,2,2,1,0,1,1,1)
2276:(0,2,0,2,2,1,1,0,1,1)
2277:(0,2,0,2,2,1,1,1,0,1)
2278:(0,2,0,2,2,1,1,1,1,0)
2279:(0,2,1,0,0,0,0,0,0,1)
2280:(0,2,1,0,0,0,0,0,1,0)
2281:(0,2,1,0,0,0,0,1,0,0)
2282:(0,2,1,0,0,0,0,1,1,2)
2283:(0,2,1,0,0,0,0,1,2,1)
2284:(0,2,1,0,0,0,0,2,1,1)
2285:(0,2,1,0,0,0,1,0,0,0)
2286:(0,2,1,0,0,0,1,0,1,2)
2287:(0,2,1,0,0,0,1,0,2,1)
2288:(0,2,1,0,0,0,1,1,0,2)
2289:(0,2,1,0,0,0,1,1,2,0)
2290:(0,2,1,0,0,0,1,2,0,1)
2291:(0,2,1,0,0,0,1,2,1,0)
2292:(0,2,1,0,0,0,2,0,1,1)
2293:(0,2,1,0,0,0,2,1,0,1)
2294:(0,2,1,0,0,0,2,1,1,0)
2295:(0,2,1,0,0,1,0,0,0,0)
2296:(0,2,1,0,0,1,0,0,1,2)
2297:(0,2,1,0,0,1,0,0,2,1)
2298:(0,2,1,0,0,1,0,1,0,2)
2299:(0,2,1,0,0,1,0,1,2,0)
2300:(0,2,1,0,0,1,0,2,0,1)
2301:(0,2,1,0,0,1,0,2,1,0)
2302:(0,2,1,0,0,1,1,0,0,2)
2303:(0,2,1,0,0,1,1,0,2,0)
2304:(0,2,1,0,0,1,1,1,2,2)
2305:(0,2,1,0,0,1,1,2,0,0)
2306:(0,2,1,0,0,1,1,2,1,2)
2307:(0,2,1,0,0,1,1,2,2,1)
2308:(0,2,1,0,0,1,2,0,0,1)
2309:(0,2,1,0,0,1,2,0,1,0)
2310:(0,2,1,0,0,1,2,1,0,0)
2311:(0,2,1,0,0,1,2,1,1,2)
2312:(0,2,1,0,0,1,2,1,2,1)
2313:(0,2,1,0,0,1,2,2,1,1)
2314:(0,2,1,0,0,2,0,0,1,1)
2315:(0,2,1,0,0,2,0,1,0,1)
2316:(0,2,1,0,0,2,0,1,1,0)
2317:(0,2,1,0,0,2,1,0,0,1)
2318:(0,2,1,0,0,2,1,0,1,0)
2319:(0,2,1,0,0,2,1,1,0,0)
2320:(0,2,1,0,0,2,1,1,2,1)
2321:(0,2,1,0,0,2,1,2,1,1)
2322:(0,2,1,0,0,2,2,1,1,1)
2323:(0,2,1,0,1,0,0,0,0,0)
2324:(0,2,1,0,1,0,0,0,1,2)
2325:(0,2,1,0,1,0,0,0,2,1)
2326:(0,2,1,0,1,0,0,1,0,2)
2327:(0,2,1,0,1,0,0,1,2,0)
2328:(0,2,1,0,1,0,0,2,0,1)
2329:(0,2,1,0,1,0,0,2,1,0)
2330:(0,2,1,0,1,0,1,0,0,2)
2331:(0,2,1,0,1,0,1,0,2,0)
2332:(0,2,1,0,1,0,1,1,2,2)
2333:(0,2,1,0,1,0,1,2,0,0)
2334:(0,2,1,0,1,0,1,2,1,2)
2335:(0,2,1,0,1,0,1,2,2,1)
2336:(0,2,1,0,1,0,2,0,0,1)
2337:(0,2,1,0,1,0,2,0,1,0)
2338:(0,2,1,0,1,0,2,1,0,0)
2339:(0,2,1,0,1,0,2,1,1,2)
2340:(0,2,1,0,1,0,2,1,2,1)
2341:(0,2,1,0,1,0,2,2,1,1)
2342:(0,2,1,0,1,1,0,0,0,2)
2343:(0,2,1,0,1,1,0,0,2,0)
2344:(0,2,1,0,1,1,0,1,2,2)
2345:(0,2,1,0,1,1,0,2,0,0)
2346:(0,2,1,0,1,1,0,2,1,2)
2347:(0,2,1,0,1,1,0,2,2,1)
2348:(0,2,1,0,1,1,1,0,2,2)
2349:(0,2,1,0,1,1,1,2,0,2)
2350:(0,2,1,0,1,1,1,2,2,0)
2351:(0,2,1,0,1,1,2,0,0,0)
2352:(0,2,1,0,1,1,2,0,1,2)
2353:(0,2,1,0,1,1,2,0,2,1)
2354:(0,2,1,0,1,1,2,1,0,2)
2355:(0,2,1,0,1,1,2,1,2,0)
2356:(0,2,1,0,1,1,2,2,0,1)
2357:(0,2,1,0,1,1,2,2,1,0)
2358:(0,2,1,0,1,2,0,0,0,1)
2359:(0,2,1,0,1,2,0,0,1,0)
2360:(0,2,1,0,1,2,0,1,0,0)
2361:(0,2,1,0,1,2,0,1,2,1)
2362:(0,2,1,0,1,2,0,2,1,1)
2363:(0,2,1,0,1,2,1,0,0,0)
2364:(0,2,1,0,1,2,1,0,2,1)
2365:(0,2,1,0,1,2,1,1,2,0)
2366:(0,2,1,0,1,2,1,2,0,1)
2367:(0,2,1,0,1,2,1,2,1,0)
2368:(0,2,1,0,1,2,2,0,1,1)
2369:(0,2,1,0,1,2,2,1,0,1)
2370:(0,2,1,0,1,2,2,1,1,0)
2371:(0,2,1,0,2,0,0,0,1,1)
2372:(0,2,1,0,2,0,0,1,0,1)
2373:(0,2,1,0,2,0,0,1,1,0)
2374:(0,2,1,0,2,0,1,0,0,1)
2375:(0,2,1,0,2,0,1,0,1,0)
2376:(0,2,1,0,2,0,1,1,0,0)
2377:(0,2,1,0,2,0,1,1,1,2)
2378:(0,2,1,0,2,0,1,1,2,1)
2379:(0,2,1,0,2,0,2,1,1,1)
2380:(0,2,1,0,2,1,0,0,0,1)
2381:(0,2,1,0,2,1,0,0,1,0)
2382:(0,2,1,0,2,1,0,1,0,0)
2383:(0,2,1,0,2,1,0,1,1,2)
2384:(0,2,1,0,2,1,0,1,2,1)
2385:(0,2,1,0,2,1,1,0,0,0)
2386:(0,2,1,0,2,1,1,0,1,2)
2387:(0,2,1,0,2,1,1,0,2,1)
2388:(0,2,1,0,2,1,1,1,0,2)
2389:(0,2,1,0,2,1,1,1,2,0)
2390:(0,2,1,0,2,1,2,0,1,1)
2391:(0,2,1,0,2,1,2,1,0,1)
2392:(0,2,1,0,2,1,2,1,1,0)
2393:(0,2,1,0,2,2,0,1,1,1)
2394:(0,2,1,0,2,2,1,0,1,1)
2395:(0,2,1,0,2,2,1,1,0,1)
2396:(0,2,1,0,2,2,1,1,1,0)
2397:(0,2,1,1,0,0,0,0,0,0)
2398:(0,2,1,1,0,0,0,0,1,2)
2399:(0,2,1,1,0,0,0,0,2,1)
2400:(0,2,1,1,0,0,0,1,0,2)
2401:(0,2,1,1,0,0,0,1,2,0)
2402:(0,2,1,1,0,0,0,2,0,1)
2403:(0,2,1,1,0,0,0,2,1,0)
2404:(0,2,1,1,0,0,1,0,0,2)
2405:(0,2,1,1,0,0,1,0,2,0)
2406:(0,2,1,1,0,0,1,1,2,2)
2407:(0,2,1,1,0,0,1,2,0,0)
2408:(0,2,1,1,0,0,1,2,1,2)
2409:(0,2,1,1,0,0,1,2,2,1)
2410:(0,2,1,1,0,0,2,0,0,1)
2411:(0,2,1,1,0,0,2,0,1,0)
2412:(0,2,1,1,0,0,2,1,0,0)
2413:(0,2,1,1,0,0,2,1,1,2)
2414:(0,2,1,1,0,0,2,1,2,1)
2415:(0,2,1,1,0,0,2,2,1,1)
2416:(0,2,1,1,0,1,0,0,0,2)
2417:(0,2,1,1,0,1,0,0,2,0)
2418:(0,2,1,1,0,1,0,1,2,2)
2419:(0,2,1,1,0,1,0,2,0,0)
2420:(0,2,1,1,0,1,0,2,1,2)
2421:(0,2,1,1,0,1,0,2,2,1)
2422:(0,2,1,1,0,1,1,0,2,2)
2423:(0,2,1,1,0,1,1,2,0,2)
2424:(0,2,1,1,0,1,1,2,2,0)
2425:(0,2,1,1,0,1,2,0,0,0)
2426:(0,2,1,1,0,1,2,0,1,2)
2427:(0,2,1,1,0,1,2,0,2,1)
2428:(0,2,1,1,0,1,2,1,0,2)
2429:(0,2,1,1,0,1,2,1,2,0)
2430:(0,2,1,1,0,1,2,2,0,1)
2431:(0,2,1,1,0,1,2,2,1,0)
2432:(0,2,1,1,0,2,0,0,0,1)
2433:(0,2,1,1,0,2,0,0,1,0)
2434:(0,2,1,1,0,2,0,1,0,0)
2435:(0,2,1,1,0,2,0,1,2,1)
2436:(0,2,1,1,0,2,0,2,1,1)
2437:(0,2,1,1,0,2,1,0,0,0)
2438:(0,2,1,1,0,2,1,0,2,1)
2439:(0,2,1,1,0,2,1,1,2,0)
2440:(0,2,1,1,0,2,1,2,0,1)
2441:(0,2,1,1,0,2,1,2,1,0)
2442:(0,2,1,1,0,2,2,0,1,1)
2443:(0,2,1,1,0,2,2,1,0,1)
2444:(0,2,1,1,0,2,2,1,1,0)
2445:(0,2,1,1,1,0,0,0,0,2)
2446:(0,2,1,1,1,0,0,0,2,0)
2447:(0,2,1,1,1,0,0,1,2,2)
2448:(0,2,1,1,1,0,0,2,0,0)
2449:(0,2,1,1,1,0,0,2,1,2)
2450:(0,2,1,1,1,0,0,2,2,1)
2451:(0,2,1,1,1,0,1,0,2,2)
2452:(0,2,1,1,1,0,1,2,0,2)
2453:(0,2,1,1,1,0,1,2,2,0)
2454:(0,2,1,1,1,0,2,0,0,0)
2455:(0,2,1,1,1,0,2,0,1,2)
2456:(0,2,1,1,1,0,2,0,2,1)
2457:(0,2,1,1,1,0,2,1,0,2)
2458:(0,2,1,1,1,0,2,1,2,0)
2459:(0,2,1,1,1,0,2,2,0,1)
2460:(0,2,1,1,1,0,2,2,1,0)
2461:(0,2,1,1,1,1,0,0,2,2)
2462:(0,2,1,1,1,1,0,2,0,2)
2463:(0,2,1,1,1,1,0,2,2,0)
2464:(0,2,1,1,1,1,2,0,0,2)
2465:(0,2,1,1,1,1,2,0,2,0)
2466:(0,2,1,1,1,1,2,1,2,2)
2467:(0,2,1,1,1,1,2,2,0,0)
2468:(0,2,1,1,1,1,2,2,1,2)
2469:(0,2,1,1,1,1,2,2,2,1)
2470:(0,2,1,1,1,2,0,0,0,0)
2471:(0,2,1,1,1,2,0,0,2,1)
2472:(0,2,1,1,1,2,0,1,2,0)
2473:(0,2,1,1,1,2,0,2,0,1)
2474:(0,2,1,1,1,2,0,2,1,0)
2475:(0,2,1,1,1,2,1,0,2,0)
2476:(0,2,1,1,1,2,1,2,0,0)
2477:(0,2,1,1,1,2,1,2,2,1)
2478:(0,2,1,1,1,2,2,0,0,1)
2479:(0,2,1,1,1,2,2,0,1,0)
2480:(0,2,1,1,1,2,2,1,0,0)
2481:(0,2,1,1,1,2,2,1,2,1)
2482:(0,2,1,1,1,2,2,2,1,1)
2483:(0,2,1,1,2,0,0,0,0,1)
2484:(0,2,1,1,2,0,0,0,1,0)
2485:(0,2,1,1,2,0,0,1,0,0)
2486:(0,2,1,1,2,0,0,1,1,2)
2487:(0,2,1,1,2,0,0,1,2,1)
2488:(0,2,1,1,2,0,1,0,0,0)
2489:(0,2,1,1,2,0,1,0,1,2)
2490:(0,2,1,1,2,0,1,0,2,1)
2491:(0,2,1,1,2,0,1,1,0,2)
2492:(0,2,1,1,2,0,1,1,2,0)
2493:(0,2,1,1,2,0,2,0,1,1)
2494:(0,2,1,1,2,0,2,1,0,1)
2495:(0,2,1,1,2,0,2,1,1,0)
2496:(0,2,1,1,2,1,0,0,0,0)
2497:(0,2,1,1,2,1,0,0,1,2)
2498:(0,2,1,1,2,1,0,0,2,1)
2499:(0,2,1,1,2,1,0,1,0,2)
2500:(0,2,1,1,2,1,0,1,2,0)
2501:(0,2,1,1,2,1,1,0,0,2)
2502:(0,2,1,1,2,1,1,0,2,0)
2503:(0,2,1,1,2,1,1,1,2,2)
2504:(0,2,1,1,2,1,2,0,0,1)
2505:(0,2,1,1,2,1,2,0,1,0)
2506:(0,2,1,1,2,1,2,1,0,0)
2507:(0,2,1,1,2,1,2,1,1,2)
2508:(0,2,1,1,2,1,2,1,2,1)
2509:(0,2,1,1,2,2,0,0,1,1)
2510:(0,2,1,1,2,2,0,1,0,1)
2511:(0,2,1,1,2,2,0,1,1,0)
2512:(0,2,1,1,2,2,1,0,0,1)
2513:(0,2,1,1,2,2,1,0,1,0)
2514:(0,2,1,1,2,2,1,1,0,0)
2515:(0,2,1,1,2,2,1,1,2,1)
2516:(0,2,1,2,0,0,0,0,1,1)
2517:(0,2,1,2,0,0,0,1,0,1)
2518:(0,2,1,2,0,0,0,1,1,0)
2519:(0,2,1,2,0,0,1,0,0,1)
2520:(0,2,1,2,0,0,1,0,1,0)
2521:(0,2,1,2,0,0,1,1,0,0)
2522:(0,2,1,2,0,0,1,1,1,2)
2523:(0,2,1,2,0,0,1,1,2,1)
2524:(0,2,1,2,0,0,1,2,1,1)
2525:(0,2,1,2,0,0,2,1,1,1)
2526:(0,2,1,2,0,1,0,0,0,1)
2527:(0,2,1,2,0,1,0,0,1,0)
2528:(0,2,1,2,0,1,0,1,0,0)
2529:(0,2,1,2,0,1,0,1,1,2)
2530:(0,2,1,2,0,1,0,1,2,1)
2531:(0,2,1,2,0,1,0,2,1,1)
2532:(0,2,1,2,0,1,1,0,0,0)
2533:(0,2,1,2,0,1,1,0,1,2)
2534:(0,2,1,2,0,1,1,0,2,1)
2535:(0,2,1,2,0,1,1,1,0,2)
2536:(0,2,1,2,0,1,1,1,2,0)
2537:(0,2,1,2,0,1,1,2,0,1)
2538:(0,2,1,2,0,1,1,2,1,0)
2539:(0,2,1,2,0,1,2,0,1,1)
2540:(0,2,1,2,0,1,2,1,0,1)
2541:(0,2,1,2,0,1,2,1,1,0)
2542:(0,2,1,2,0,2,0,1,1,1)
2543:(0,2,1,2,0,2,1,0,1,1)
2544:(0,2,1,2,0,2,1,1,0,1)
2545:(0,2,1,2,0,2,1,1,1,0)
2546:(0,2,1,2,1,0,0,0,0,1)
2547:(0,2,1,2,1,0,0,0,1,0)
2548:(0,2,1,2,1,0,0,1,0,0)
2549:(0,2,1,2,1,0,0,1,1,2)
2550:(0,2,1,2,1,0,0,1,2,1)
2551:(0,2,1,2,1,0,0,2,1,1)
2552:(0,2,1,2,1,0,1,0,0,0)
2553:(0,2,1,2,1,0,1,0,1,2)
2554:(0,2,1,2,1,0,1,0,2,1)
2555:(0,2,1,2,1,0,1,1,0,2)
2556:(0,2,1,2,1,0,1,1,2,0)
2557:(0,2,1,2,1,0,1,2,0,1)
2558:(0,2,1,2,1,0,1,2,1,0)
2559:(0,2,1,2,1,0,2,0,1,1)
2560:(0,2,1,2,1,0,2,1,0,1)
2561:(0,2,1,2,1,0,2,1,1,0)
2562:(0,2,1,2,1,1,0,0,0,0)
2563:(0,2,1,2,1,1,0,0,1,2)
2564:(0,2,1,2,1,1,0,0,2,1)
2565:(0,2,1,2,1,1,0,1,0,2)
2566:(0,2,1,2,1,1,0,1,2,0)
2567:(0,2,1,2,1,1,0,2,0,1)
2568:(0,2,1,2,1,1,0,2,1,0)
2569:(0,2,1,2,1,1,1,0,0,2)
2570:(0,2,1,2,1,1,1,0,2,0)
2571:(0,2,1,2,1,1,1,1,2,2)
2572:(0,2,1,2,1,1,1,2,0,0)
2573:(0,2,1,2,1,1,1,2,1,2)
2574:(0,2,1,2,1,1,1,2,2,1)
2575:(0,2,1,2,1,1,2,0,0,1)
2576:(0,2,1,2,1,1,2,0,1,0)
2577:(0,2,1,2,1,1,2,1,0,0)
2578:(0,2,1,2,1,1,2,1,2,1)
2579:(0,2,1,2,1,1,2,2,1,1)
2580:(0,2,1,2,1,2,0,0,1,1)
2581:(0,2,1,2,1,2,0,1,0,1)
2582:(0,2,1,2,1,2,0,1,1,0)
2583:(0,2,1,2,1,2,1,0,0,1)
2584:(0,2,1,2,1,2,1,0,1,0)
2585:(0,2,1,2,1,2,1,1,0,0)
2586:(0,2,1,2,1,2,1,1,2,1)
2587:(0,2,1,2,1,2,2,1,1,1)
2588:(0,2,1,2,2,0,0,1,1,1)
2589:(0,2,1,2,2,0,1,0,1,1)
2590:(0,2,1,2,2,0,1,1,0,1)
2591:(0,2,1,2,2,0,1,1,1,0)
2592:(0,2,1,2,2,1,0,0,1,1)
2593:(0,2,1,2,2,1,0,1,0,1)
2594:(0,2,1,2,2,1,0,1,1,0)
2595:(0,2,1,2,2,1,1,0,0,1)
2596:(0,2,1,2,2,1,1,0,1,0)
2597:(0,2,1,2,2,1,1,1,0,0)
2598:(0,2,1,2,2,1,1,1,1,2)
2599:(0,2,1,2,2,1,1,1,2,1)
2600:(0,2,1,2,2,1,2,1,1,1)
2601:(0,2,1,2,2,2,1,1,1,1)
2602:(0,2,2,0,0,0,0,1,1,1)
2603:(0,2,2,0,0,0,1,0,1,1)
2604:(0,2,2,0,0,0,1,1,0,1)
2605:(0,2,2,0,0,0,1,1,1,0)
2606:(0,2,2,0,0,1,0,0,1,1)
2607:(0,2,2,0,0,1,0,1,0,1)
2608:(0,2,2,0,0,1,0,1,1,0)
2609:(0,2,2,0,0,1,1,0,0,1)
2610:(0,2,2,0,0,1,1,0,1,0)
2611:(0,2,2,0,0,1,1,1,0,0)
2612:(0,2,2,0,0,1,1,1,1,2)
2613:(0,2,2,0,0,1,1,1,2,1)
2614:(0,2,2,0,0,1,1,2,1,1)
2615:(0,2,2,0,0,1,2,1,1,1)
2616:(0,2,2,0,0,2,1,1,1,1)
2617:(0,2,2,0,1,0,0,0,1,1)
2618:(0,2,2,0,1,0,0,1,0,1)
2619:(0,2,2,0,1,0,0,1,1,0)
2620:(0,2,2,0,1,0,1,0,0,1)
2621:(0,2,2,0,1,0,1,0,1,0)
2622:(0,2,2,0,1,0,1,1,0,0)
2623:(0,2,2,0,1,0,1,1,1,2)
2624:(0,2,2,0,1,0,1,1,2,1)
2625:(0,2,2,0,1,0,1,2,1,1)
2626:(0,2,2,0,1,0,2,1,1,1)
2627:(0,2,2,0,1,1,0,0,0,1)
2628:(0,2,2,0,1,1,0,0,1,0)
2629:(0,2,2,0,1,1,0,1,0,0)
2630:(0,2,2,0,1,1,0,1,1,2)
2631:(0,2,2,0,1,1,0,1,2,1)
2632:(0,2,2,0,1,1,0,2,1,1)
2633:(0,2,2,0,1,1,1,0,0,0)
2634:(0,2,2,0,1,1,1,0,1,2)
2635:(0,2,2,0,1,1,1,0,2,1)
2636:(0,2,2,0,1,1,1,1,0,2)
2637:(0,2,2,0,1,1,1,1,2,0)
2638:(0,2,2,0,1,1,1,2,0,1)
2639:(0,2,2,0,1,1,1,2,1,0)
2640:(0,2,2,0,1,1,2,0,1,1)
2641:(0,2,2,0,1,1,2,1,0,1)
2642:(0,2,2,0,1,1,2,1,1,0)
2643:(0,2,2,0,1,2,0,1,1,1)
2644:(0,2,2,0,1,2,1,0,1,1)
2645:(0,2,2,0,1,2,1,1,0,1)
2646:(0,2,2,0,1,2,1,1,1,0)
2647:(0,2,2,0,2,0,1,1,1,1)
2648:(0,2,2,0,2,1,0,1,1,1)
2649:(0,2,2,0,2,1,1,0,1,1)
2650:(0,2,2,0,2,1,1,1,0,1)
2651:(0,2,2,0,2,1,1,1,1,0)
2652:(0,2,2,1,0,0,0,0,1,1)
2653:(0,2,2,1,0,0,0,1,0,1)
2654:(0,2,2,1,0,0,0,1,1,0)
2655:(0,2,2,1,0,0,1,0,0,1)
2656:(0,2,2,1,0,0,1,0,1,0)
2657:(0,2,2,1,0,0,1,1,0,0)
2658:(0,2,2,1,0,0,1,1,1,2)
2659:(0,2,2,1,0,0,1,1,2,1)
2660:(0,2,2,1,0,0,1,2,1,1)
2661:(0,2,2,1,0,0,2,1,1,1)
2662:(0,2,2,1,0,1,0,0,0,1)
2663:(0,2,2,1,0,1,0,0,1,0)
2664:(0,2,2,1,0,1,0,1,0,0)
2665:(0,2,2,1,0,1,0,1,1,2)
2666:(0,2,2,1,0,1,0,1,2,1)
2667:(0,2,2,1,0,1,0,2,1,1)
2668:(0,2,2,1,0,1,1,0,0,0)
2669:(0,2,2,1,0,1,1,0,1,2)
2670:(0,2,2,1,0,1,1,0,2,1)
2671:(0,2,2,1,0,1,1,1,0,2)
2672:(0,2,2,1,0,1,1,1,2,0)
2673:(0,2,2,1,0,1,1,2,0,1)
2674:(0,2,2,1,0,1,1,2,1,0)
2675:(0,2,2,1,0,1,2,0,1,1)
2676:(0,2,2,1,0,1,2,1,0,1)
2677:(0,2,2,1,0,1,2,1,1,0)
2678:(0,2,2,1,0,2,0,1,1,1)
2679:(0,2,2,1,0,2,1,0,1,1)
2680:(0,2,2,1,0,2,1,1,0,1)
2681:(0,2,2,1,0,2,1,1,1,0)
2682:(0,2,2,1,1,0,0,0,0,1)
2683:(0,2,2,1,1,0,0,0,1,0)
2684:(0,2,2,1,1,0,0,1,0,0)
2685:(0,2,2,1,1,0,0,1,1,2)
2686:(0,2,2,1,1,0,0,1,2,1)
2687:(0,2,2,1,1,0,0,2,1,1)
2688:(0,2,2,1,1,0,1,0,0,0)
2689:(0,2,2,1,1,0,1,0,1,2)
2690:(0,2,2,1,1,0,1,0,2,1)
2691:(0,2,2,1,1,0,1,1,0,2)
2692:(0,2,2,1,1,0,1,1,2,0)
2693:(0,2,2,1,1,0,1,2,0,1)
2694:(0,2,2,1,1,0,1,2,1,0)
2695:(0,2,2,1,1,0,2,0,1,1)
2696:(0,2,2,1,1,0,2,1,0,1)
2697:(0,2,2,1,1,0,2,1,1,0)
2698:(0,2,2,1,1,1,0,0,0,0)
2699:(0,2,2,1,1,1,0,0,1,2)
2700:(0,2,2,1,1,1,0,0,2,1)
2701:(0,2,2,1,1,1,0,1,0,2)
2702:(0,2,2,1,1,1,0,1,2,0)
2703:(0,2,2,1,1,1,0,2,0,1)
2704:(0,2,2,1,1,1,0,2,1,0)
2705:(0,2,2,1,1,1,1,0,0,2)
2706:(0,2,2,1,1,1,1,0,2,0)
2707:(0,2,2,1,1,1,1,1,2,2)
2708:(0,2,2,1,1,1,1,2,0,0)
2709:(0,2,2,1,1,1,1,2,1,2)
2710:(0,2,2,1,1,1,1,2,2,1)
2711:(0,2,2,1,1,1,2,0,0,1)
2712:(0,2,2,1,1,1,2,0,1,0)
2713:(0,2,2,1,1,1,2,1,0,0)
2714:(0,2,2,1,1,1,2,1,1,2)
2715:(0,2,2,1,1,1,2,1,2,1)
2716:(0,2,2,1,1,1,2,2,1,1)
2717:(0,2,2,1,1,2,0,0,1,1)
2718:(0,2,2,1,1,2,0,1,0,1)
2719:(0,2,2,1,1,2,0,1,1,0)
2720:(0,2,2,1,1,2,1,0,0,1)
2721:(0,2,2,1,1,2,1,0,1,0)
2722:(0,2,2,1,1,2,1,1,0,0)
2723:(0,2,2,1,1,2,1,2,1,1)
2724:(0,2,2,1,1,2,2,1,1,1)
2725:(0,2,2,1,2,0,0,1,1,1)
2726:(0,2,2,1,2,0,1,0,1,1)
2727:(0,2,2,1,2,0,1,1,0,1)
2728:(0,2,2,1,2,0,1,1,1,0)
2729:(0,2,2,1,2,1,0,0,1,1)
2730:(0,2,2,1,2,1,0,1,0,1)
2731:(0,2,2,1,2,1,0,1,1,0)
2732:(0,2,2,1,2,1,1,0,0,1)
2733:(0,2,2,1,2,1,1,0,1,0)
2734:(0,2,2,1,2,1,1,1,0,0)
2735:(0,2,2,1,2,1,1,1,1,2)
2736:(0,2,2,1,2,1,1,1,2,1)
2737:(0,2,2,1,2,1,2,1,1,1)
2738:(0,2,2,1,2,2,1,1,1,1)
2739:(1,0,0,0,0,0,0,0,0,0)
2740:(1,0,0,0,0,0,0,0,1,2)
2741:(1,0,0,0,0,0,0,0,2,1)
2742:(1,0,0,0,0,0,0,1,0,2)
2743:(1,0,0,0,0,0,0,1,2,0)
2744:(1,0,0,0,0,0,0,2,0,1)
2745:(1,0,0,0,0,0,0,2,1,0)
2746:(1,0,0,0,0,0,1,0,0,2)
2747:(1,0,0,0,0,0,1,0,2,0)
2748:(1,0,0,0,0,0,1,1,2,2)
2749:(1,0,0,0,0,0,1,2,0,0)
2750:(1,0,0,0,0,0,1,2,1,2)
2751:(1,0,0,0,0,0,1,2,2,1)
2752:(1,0,0,0,0,0,2,0,0,1)
2753:(1,0,0,0,0,0,2,0,1,0)
2754:(1,0,0,0,0,0,2,1,0,0)
2755:(1,0,0,0,0,0,2,1,1,2)
2756:(1,0,0,0,0,0,2,1,2,1)
2757:(1,0,0,0,0,0,2,2,1,1)
2758:(1,0,0,0,0,1,0,0,0,2)
2759:(1,0,0,0,0,1,0,0,2,0)
2760:(1,0,0,0,0,1,0,1,2,2)
2761:(1,0,0,0,0,1,0,2,0,0)
2762:(1,0,0,0,0,1,0,2,1,2)
2763:(1,0,0,0,0,1,0,2,2,1)
2764:(1,0,0,0,0,1,1,0,2,2)
2765:(1,0,0,0,0,1,1,2,0,2)
2766:(1,0,0,0,0,1,1,2,2,0)
2767:(1,0,0,0,0,1,2,0,0,0)
2768:(1,0,0,0,0,1,2,0,1,2)
2769:(1,0,0,0,0,1,2,0,2,1)
2770:(1,0,0,0,0,1,2,1,0,2)
2771:(1,0,0,0,0,1,2,1,2,0)
2772:(1,0,0,0,0,1,2,2,0,1)
2773:(1,0,0,0,0,1,2,2,1,0)
2774:(1,0,0,0,0,2,0,0,0,1)
2775:(1,0,0,0,0,2,0,0,1,0)
2776:(1,0,0,0,0,2,0,1,0,0)
2777:(1,0,0,0,0,2,0,1,1,2)
2778:(1,0,0,0,0,2,0,1,2,1)
2779:(1,0,0,0,0,2,0,2,1,1)
2780:(1,0,0,0,0,2,1,0,0,0)
2781:(1,0,0,0,0,2,1,0,1,2)
2782:(1,0,0,0,0,2,1,0,2,1)
2783:(1,0,0,0,0,2,1,1,0,2)
2784:(1,0,0,0,0,2,1,1,2,0)
2785:(1,0,0,0,0,2,1,2,0,1)
2786:(1,0,0,0,0,2,1,2,1,0)
2787:(1,0,0,0,0,2,2,0,1,1)
2788:(1,0,0,0,0,2,2,1,0,1)
2789:(1,0,0,0,0,2,2,1,1,0)
2790:(1,0,0,0,1,0,0,0,0,2)
2791:(1,0,0,0,1,0,0,0,2,0)
2792:(1,0,0,0,1,0,0,1,2,2)
2793:(1,0,0,0,1,0,0,2,0,0)
2794:(1,0,0,0,1,0,0,2,1,2)
2795:(1,0,0,0,1,0,0,2,2,1)
2796:(1,0,0,0,1,0,1,0,2,2)
2797:(1,0,0,0,1,0,1,2,0,2)
2798:(1,0,0,0,1,0,1,2,2,0)
2799:(1,0,0,0,1,0,2,0,0,0)
2800:(1,0,0,0,1,0,2,0,1,2)
2801:(1,0,0,0,1,0,2,0,2,1)
2802:(1,0,0,0,1,0,2,1,0,2)
2803:(1,0,0,0,1,0,2,1,2,0)
2804:(1,0,0,0,1,0,2,2,0,1)
2805:(1,0,0,0,1,0,2,2,1,0)
2806:(1,0,0,0,1,1,0,0,2,2)
2807:(1,0,0,0,1,1,0,2,0,2)
2808:(1,0,0,0,1,1,0,2,2,0)
2809:(1,0,0,0,1,1,2,0,0,2)
2810:(1,0,0,0,1,1,2,0,2,0)
2811:(1,0,0,0,1,1,2,1,2,2)
2812:(1,0,0,0,1,1,2,2,0,0)
2813:(1,0,0,0,1,1,2,2,1,2)
2814:(1,0,0,0,1,1,2,2,2,1)
2815:(1,0,0,0,1,2,0,0,0,0)
2816:(1,0,0,0,1,2,0,0,1,2)
2817:(1,0,0,0,1,2,0,0,2,1)
2818:(1,0,0,0,1,2,0,1,0,2)
2819:(1,0,0,0,1,2,0,1,2,0)
2820:(1,0,0,0,1,2,0,2,0,1)
2821:(1,0,0,0,1,2,0,2,1,0)
2822:(1,0,0,0,1,2,1,0,0,2)
2823:(1,0,0,0,1,2,1,0,2,0)
2824:(1,0,0,0,1,2,1,1,2,2)
2825:(1,0,0,0,1,2,1,2,0,0)
2826:(1,0,0,0,1,2,1,2,1,2)
2827:(1,0,0,0,1,2,1,2,2,1)
2828:(1,0,0,0,1,2,2,0,0,1)
2829:(1,0,0,0,1,2,2,0,1,0)
