(rturn,o0,o1,o2,o3,o4,o5,o6,o7,o8)
0:(0,0,0,0,0,0,0,0,0,1)
1:(0,0,0,0,0,0,0,0,1,0)
2:(0,0,0,0,0,0,0,1,0,0)
3:(0,0,0,0,0,0,0,1,1,2)
4:(0,0,0,0,0,0,0,1,2,1)
5:(0,0,0,0,0,0,0,2,1,1)
6:(0,0,0,0,0,0,1,0,0,0)
7:(0,0,0,0,0,0,1,0,1,2)
8:(0,0,0,0,0,0,1,0,2,1)
9:(0,0,0,0,0,0,1,1,0,2)
10:(0,0,0,0,0,0,1,1,2,0)
11:(0,0,0,0,0,0,1,2,0,1)
12:(0,0,0,0,0,0,1,2,1,0)
13:(0,0,0,0,0,0,2,0,1,1)
14:(0,0,0,0,0,0,2,1,0,1)
15:(0,0,0,0,0,0,2,1,1,0)
16:(0,0,0,0,0,1,0,0,0,0)
17:(0,0,0,0,0,1,0,0,1,2)
18:(0,0,0,0,0,1,0,0,2,1)
19:(0,0,0,0,0,1,0,1,0,2)
20:(0,0,0,0,0,1,0,1,2,0)
21:(0,0,0,0,0,1,0,2,0,1)
22:(0,0,0,0,0,1,0,2,1,0)
23:(0,0,0,0,0,1,1,0,0,2)
24:(0,0,0,0,0,1,1,0,2,0)
25:(0,0,0,0,0,1,1,1,2,2)
26:(0,0,0,0,0,1,1,2,0,0)
27:(0,0,0,0,0,1,1,2,1,2)
28:(0,0,0,0,0,1,1,2,2,1)
29:(0,0,0,0,0,1,2,0,0,1)
30:(0,0,0,0,0,1,2,0,1,0)
31:(0,0,0,0,0,1,2,1,0,0)
32:(0,0,0,0,0,1,2,1,1,2)
33:(0,0,0,0,0,1,2,1,2,1)
34:(0,0,0,0,0,1,2,2,1,1)
35:(0,0,0,0,0,2,0,0,1,1)
36:(0,0,0,0,0,2,0,1,0,1)
37:(0,0,0,0,0,2,0,1,1,0)
38:(0,0,0,0,0,2,1,0,0,1)
39:(0,0,0,0,0,2,1,0,1,0)
40:(0,0,0,0,0,2,1,1,0,0)
41:(0,0,0,0,0,2,1,1,1,2)
42:(0,0,0,0,0,2,1,1,2,1)
43:(0,0,0,0,0,2,1,2,1,1)
44:(0,0,0,0,0,2,2,1,1,1)
45:(0,0,0,0,1,0,0,0,0,0)
46:(0,0,0,0,1,0,0,0,1,2)
47:(0,0,0,0,1,0,0,0,2,1)
48:(0,0,0,0,1,0,0,1,0,2)
49:(0,0,0,0,1,0,0,1,2,0)
50:(0,0,0,0,1,0,0,2,0,1)
51:(0,0,0,0,1,0,0,2,1,0)
52:(0,0,0,0,1,0,1,0,0,2)
53:(0,0,0,0,1,0,1,0,2,0)
54:(0,0,0,0,1,0,1,1,2,2)
55:(0,0,0,0,1,0,1,2,0,0)
56:(0,0,0,0,1,0,1,2,1,2)
57:(0,0,0,0,1,0,1,2,2,1)
58:(0,0,0,0,1,0,2,0,0,1)
59:(0,0,0,0,1,0,2,0,1,0)
60:(0,0,0,0,1,0,2,1,0,0)
61:(0,0,0,0,1,0,2,1,1,2)
62:(0,0,0,0,1,0,2,1,2,1)
63:(0,0,0,0,1,0,2,2,1,1)
64:(0,0,0,0,1,1,0,0,0,2)
65:(0,0,0,0,1,1,0,0,2,0)
66:(0,0,0,0,1,1,0,1,2,2)
67:(0,0,0,0,1,1,0,2,0,0)
68:(0,0,0,0,1,1,0,2,1,2)
69:(0,0,0,0,1,1,0,2,2,1)
70:(0,0,0,0,1,1,1,0,2,2)
71:(0,0,0,0,1,1,1,2,0,2)
72:(0,0,0,0,1,1,1,2,2,0)
73:(0,0,0,0,1,1,2,0,0,0)
74:(0,0,0,0,1,1,2,0,1,2)
75:(0,0,0,0,1,1,2,0,2,1)
76:(0,0,0,0,1,1,2,1,0,2)
77:(0,0,0,0,1,1,2,1,2,0)
78:(0,0,0,0,1,1,2,2,0,1)
79:(0,0,0,0,1,1,2,2,1,0)
80:(0,0,0,0,1,2,0,0,0,1)
81:(0,0,0,0,1,2,0,0,1,0)
82:(0,0,0,0,1,2,0,1,0,0)
83:(0,0,0,0,1,2,0,1,1,2)
84:(0,0,0,0,1,2,0,1,2,1)
85:(0,0,0,0,1,2,0,2,1,1)
86:(0,0,0,0,1,2,1,0,0,0)
87:(0,0,0,0,1,2,1,0,1,2)
88:(0,0,0,0,1,2,1,0,2,1)
89:(0,0,0,0,1,2,1,1,0,2)
90:(0,0,0,0,1,2,1,1,2,0)
91:(0,0,0,0,1,2,1,2,0,1)
92:(0,0,0,0,1,2,1,2,1,0)
93:(0,0,0,0,1,2,2,0,1,1)
94:(0,0,0,0,1,2,2,1,0,1)
95:(0,0,0,0,1,2,2,1,1,0)
96:(0,0,0,0,2,0,0,0,1,1)
97:(0,0,0,0,2,0,0,1,0,1)
98:(0,0,0,0,2,0,0,1,1,0)
99:(0,0,0,0,2,0,1,0,0,1)
100:(0,0,0,0,2,0,1,0,1,0)
101:(0,0,0,0,2,0,1,1,0,0)
102:(0,0,0,0,2,0,1,1,1,2)
103:(0,0,0,0,2,0,1,1,2,1)
104:(0,0,0,0,2,0,1,2,1,1)
105:(0,0,0,0,2,0,2,1,1,1)
106:(0,0,0,0,2,1,0,0,0,1)
107:(0,0,0,0,2,1,0,0,1,0)
108:(0,0,0,0,2,1,0,1,0,0)
109:(0,0,0,0,2,1,0,1,1,2)
110:(0,0,0,0,2,1,0,1,2,1)
111:(0,0,0,0,2,1,0,2,1,1)
112:(0,0,0,0,2,1,1,0,0,0)
113:(0,0,0,0,2,1,1,0,1,2)
114:(0,0,0,0,2,1,1,0,2,1)
115:(0,0,0,0,2,1,1,1,0,2)
116:(0,0,0,0,2,1,1,1,2,0)
117:(0,0,0,0,2,1,1,2,0,1)
118:(0,0,0,0,2,1,1,2,1,0)
119:(0,0,0,0,2,1,2,0,1,1)
120:(0,0,0,0,2,1,2,1,0,1)
121:(0,0,0,0,2,1,2,1,1,0)
122:(0,0,0,0,2,2,0,1,1,1)
123:(0,0,0,0,2,2,1,0,1,1)
124:(0,0,0,0,2,2,1,1,0,1)
125:(0,0,0,0,2,2,1,1,1,0)
126:(0,0,0,1,0,0,0,0,0,0)
127:(0,0,0,1,0,0,0,0,1,2)
128:(0,0,0,1,0,0,0,0,2,1)
129:(0,0,0,1,0,0,0,1,0,2)
130:(0,0,0,1,0,0,0,1,2,0)
131:(0,0,0,1,0,0,0,2,0,1)
132:(0,0,0,1,0,0,0,2,1,0)
133:(0,0,0,1,0,0,1,0,0,2)
134:(0,0,0,1,0,0,1,0,2,0)
135:(0,0,0,1,0,0,1,1,2,2)
136:(0,0,0,1,0,0,1,2,0,0)
137:(0,0,0,1,0,0,1,2,1,2)
138:(0,0,0,1,0,0,1,2,2,1)
139:(0,0,0,1,0,0,2,0,0,1)
140:(0,0,0,1,0,0,2,0,1,0)
141:(0,0,0,1,0,0,2,1,0,0)
142:(0,0,0,1,0,0,2,1,1,2)
143:(0,0,0,1,0,0,2,1,2,1)
144:(0,0,0,1,0,0,2,2,1,1)
145:(0,0,0,1,0,1,0,0,0,2)
146:(0,0,0,1,0,1,0,0,2,0)
147:(0,0,0,1,0,1,0,1,2,2)
148:(0,0,0,1,0,1,0,2,0,0)
149:(0,0,0,1,0,1,0,2,1,2)
150:(0,0,0,1,0,1,0,2,2,1)
151:(0,0,0,1,0,1,1,0,2,2)
152:(0,0,0,1,0,1,1,2,0,2)
153:(0,0,0,1,0,1,1,2,2,0)
154:(0,0,0,1,0,1,2,0,0,0)
155:(0,0,0,1,0,1,2,0,1,2)
156:(0,0,0,1,0,1,2,0,2,1)
157:(0,0,0,1,0,1,2,1,0,2)
158:(0,0,0,1,0,1,2,1,2,0)
159:(0,0,0,1,0,1,2,2,0,1)
160:(0,0,0,1,0,1,2,2,1,0)
161:(0,0,0,1,0,2,0,0,0,1)
162:(0,0,0,1,0,2,0,0,1,0)
163:(0,0,0,1,0,2,0,1,0,0)
164:(0,0,0,1,0,2,0,1,1,2)
165:(0,0,0,1,0,2,0,1,2,1)
166:(0,0,0,1,0,2,0,2,1,1)
167:(0,0,0,1,0,2,1,0,0,0)
168:(0,0,0,1,0,2,1,0,1,2)
169:(0,0,0,1,0,2,1,0,2,1)
170:(0,0,0,1,0,2,1,1,0,2)
171:(0,0,0,1,0,2,1,1,2,0)
172:(0,0,0,1,0,2,1,2,0,1)
173:(0,0,0,1,0,2,1,2,1,0)
174:(0,0,0,1,0,2,2,0,1,1)
175:(0,0,0,1,0,2,2,1,0,1)
176:(0,0,0,1,0,2,2,1,1,0)
177:(0,0,0,1,1,0,0,0,0,2)
178:(0,0,0,1,1,0,0,0,2,0)
179:(0,0,0,1,1,0,0,1,2,2)
180:(0,0,0,1,1,0,0,2,0,0)
181:(0,0,0,1,1,0,0,2,1,2)
182:(0,0,0,1,1,0,0,2,2,1)
183:(0,0,0,1,1,0,1,0,2,2)
184:(0,0,0,1,1,0,1,2,0,2)
185:(0,0,0,1,1,0,1,2,2,0)
186:(0,0,0,1,1,0,2,0,0,0)
187:(0,0,0,1,1,0,2,0,1,2)
188:(0,0,0,1,1,0,2,0,2,1)
189:(0,0,0,1,1,0,2,1,0,2)
190:(0,0,0,1,1,0,2,1,2,0)
191:(0,0,0,1,1,0,2,2,0,1)
192:(0,0,0,1,1,0,2,2,1,0)
193:(0,0,0,1,1,1,0,0,2,2)
194:(0,0,0,1,1,1,0,2,0,2)
195:(0,0,0,1,1,1,0,2,2,0)
196:(0,0,0,1,1,1,2,0,0,2)
197:(0,0,0,1,1,1,2,0,2,0)
198:(0,0,0,1,1,1,2,1,2,2)
199:(0,0,0,1,1,1,2,2,0,0)
200:(0,0,0,1,1,1,2,2,1,2)
201:(0,0,0,1,1,1,2,2,2,1)
202:(0,0,0,1,1,2,0,0,0,0)
203:(0,0,0,1,1,2,0,0,1,2)
204:(0,0,0,1,1,2,0,0,2,1)
205:(0,0,0,1,1,2,0,1,0,2)
206:(0,0,0,1,1,2,0,1,2,0)
207:(0,0,0,1,1,2,0,2,0,1)
208:(0,0,0,1,1,2,0,2,1,0)
209:(0,0,0,1,1,2,1,0,0,2)
210:(0,0,0,1,1,2,1,0,2,0)
211:(0,0,0,1,1,2,1,1,2,2)
212:(0,0,0,1,1,2,1,2,0,0)
213:(0,0,0,1,1,2,1,2,1,2)
214:(0,0,0,1,1,2,1,2,2,1)
215:(0,0,0,1,1,2,2,0,0,1)
216:(0,0,0,1,1,2,2,0,1,0)
217:(0,0,0,1,1,2,2,1,0,0)
218:(0,0,0,1,1,2,2,1,1,2)
219:(0,0,0,1,1,2,2,1,2,1)
220:(0,0,0,1,1,2,2,2,1,1)
221:(0,0,0,1,2,0,0,0,0,1)
222:(0,0,0,1,2,0,0,0,1,0)
223:(0,0,0,1,2,0,0,1,0,0)
224:(0,0,0,1,2,0,0,1,1,2)
225:(0,0,0,1,2,0,0,1,2,1)
226:(0,0,0,1,2,0,0,2,1,1)
227:(0,0,0,1,2,0,1,0,0,0)
228:(0,0,0,1,2,0,1,0,1,2)
229:(0,0,0,1,2,0,1,0,2,1)
230:(0,0,0,1,2,0,1,1,0,2)
231:(0,0,0,1,2,0,1,1,2,0)
232:(0,0,0,1,2,0,1,2,0,1)
233:(0,0,0,1,2,0,1,2,1,0)
234:(0,0,0,1,2,0,2,0,1,1)
235:(0,0,0,1,2,0,2,1,0,1)
236:(0,0,0,1,2,0,2,1,1,0)
237:(0,0,0,1,2,1,0,0,0,0)
238:(0,0,0,1,2,1,0,0,1,2)
239:(0,0,0,1,2,1,0,0,2,1)
240:(0,0,0,1,2,1,0,1,0,2)
241:(0,0,0,1,2,1,0,1,2,0)
242:(0,0,0,1,2,1,0,2,0,1)
243:(0,0,0,1,2,1,0,2,1,0)
244:(0,0,0,1,2,1,1,0,0,2)
245:(0,0,0,1,2,1,1,0,2,0)
246:(0,0,0,1,2,1,1,1,2,2)
247:(0,0,0,1,2,1,1,2,0,0)
248:(0,0,0,1,2,1,1,2,1,2)
249:(0,0,0,1,2,1,1,2,2,1)
250:(0,0,0,1,2,1,2,0,0,1)
251:(0,0,0,1,2,1,2,0,1,0)
252:(0,0,0,1,2,1,2,1,0,0)
253:(0,0,0,1,2,1,2,1,1,2)
254:(0,0,0,1,2,1,2,1,2,1)
255:(0,0,0,1,2,1,2,2,1,1)
256:(0,0,0,1,2,2,0,0,1,1)
257:(0,0,0,1,2,2,0,1,0,1)
258:(0,0,0,1,2,2,0,1,1,0)
259:(0,0,0,1,2,2,1,0,0,1)
260:(0,0,0,1,2,2,1,0,1,0)
261:(0,0,0,1,2,2,1,1,0,0)
262:(0,0,0,1,2,2,1,1,1,2)
263:(0,0,0,1,2,2,1,1,2,1)
264:(0,0,0,1,2,2,1,2,1,1)
265:(0,0,0,2,0,0,0,0,1,1)
266:(0,0,0,2,0,0,0,1,0,1)
267:(0,0,0,2,0,0,0,1,1,0)
268:(0,0,0,2,0,0,1,0,0,1)
269:(0,0,0,2,0,0,1,0,1,0)
270:(0,0,0,2,0,0,1,1,0,0)
271:(0,0,0,2,0,0,1,1,1,2)
272:(0,0,0,2,0,0,1,1,2,1)
273:(0,0,0,2,0,0,1,2,1,1)
274:(0,0,0,2,0,0,2,1,1,1)
275:(0,0,0,2,0,1,0,0,0,1)
276:(0,0,0,2,0,1,0,0,1,0)
277:(0,0,0,2,0,1,0,1,0,0)
278:(0,0,0,2,0,1,0,1,1,2)
279:(0,0,0,2,0,1,0,1,2,1)
280:(0,0,0,2,0,1,0,2,1,1)
281:(0,0,0,2,0,1,1,0,0,0)
282:(0,0,0,2,0,1,1,0,1,2)
283:(0,0,0,2,0,1,1,0,2,1)
284:(0,0,0,2,0,1,1,1,0,2)
285:(0,0,0,2,0,1,1,1,2,0)
286:(0,0,0,2,0,1,1,2,0,1)
287:(0,0,0,2,0,1,1,2,1,0)
288:(0,0,0,2,0,1,2,0,1,1)
289:(0,0,0,2,0,1,2,1,0,1)
290:(0,0,0,2,0,1,2,1,1,0)
291:(0,0,0,2,0,2,0,1,1,1)
292:(0,0,0,2,0,2,1,0,1,1)
293:(0,0,0,2,0,2,1,1,0,1)
294:(0,0,0,2,0,2,1,1,1,0)
295:(0,0,0,2,1,0,0,0,0,1)
296:(0,0,0,2,1,0,0,0,1,0)
297:(0,0,0,2,1,0,0,1,0,0)
298:(0,0,0,2,1,0,0,1,1,2)
299:(0,0,0,2,1,0,0,1,2,1)
300:(0,0,0,2,1,0,0,2,1,1)
301:(0,0,0,2,1,0,1,0,0,0)
302:(0,0,0,2,1,0,1,0,1,2)
303:(0,0,0,2,1,0,1,0,2,1)
304:(0,0,0,2,1,0,1,1,0,2)
305:(0,0,0,2,1,0,1,1,2,0)
306:(0,0,0,2,1,0,1,2,0,1)
307:(0,0,0,2,1,0,1,2,1,0)
308:(0,0,0,2,1,0,2,0,1,1)
309:(0,0,0,2,1,0,2,1,0,1)
310:(0,0,0,2,1,0,2,1,1,0)
311:(0,0,0,2,1,1,0,0,0,0)
312:(0,0,0,2,1,1,0,0,1,2)
313:(0,0,0,2,1,1,0,0,2,1)
314:(0,0,0,2,1,1,0,1,0,2)
315:(0,0,0,2,1,1,0,1,2,0)
316:(0,0,0,2,1,1,0,2,0,1)
317:(0,0,0,2,1,1,0,2,1,0)
318:(0,0,0,2,1,1,1,0,0,2)
319:(0,0,0,2,1,1,1,0,2,0)
320:(0,0,0,2,1,1,1,1,2,2)
321:(0,0,0,2,1,1,1,2,0,0)
322:(0,0,0,2,1,1,1,2,1,2)
323:(0,0,0,2,1,1,1,2,2,1)
324:(0,0,0,2,1,1,2,0,0,1)
325:(0,0,0,2,1,1,2,0,1,0)
326:(0,0,0,2,1,1,2,1,0,0)
327:(0,0,0,2,1,1,2,1,2,1)
328:(0,0,0,2,1,1,2,2,1,1)
329:(0,0,0,2,1,2,0,0,1,1)
330:(0,0,0,2,1,2,0,1,0,1)
331:(0,0,0,2,1,2,0,1,1,0)
332:(0,0,0,2,1,2,1,0,0,1)
333:(0,0,0,2,1,2,1,0,1,0)
334:(0,0,0,2,1,2,1,1,0,0)
335:(0,0,0,2,1,2,1,1,1,2)
336:(0,0,0,2,1,2,1,1,2,1)
337:(0,0,0,2,1,2,2,1,1,1)
338:(0,0,0,2,2,0,0,1,1,1)
339:(0,0,0,2,2,0,1,0,1,1)
340:(0,0,0,2,2,0,1,1,0,1)
341:(0,0,0,2,2,0,1,1,1,0)
342:(0,0,0,2,2,1,0,0,1,1)
343:(0,0,0,2,2,1,0,1,0,1)
344:(0,0,0,2,2,1,0,1,1,0)
345:(0,0,0,2,2,1,1,0,0,1)
346:(0,0,0,2,2,1,1,0,1,0)
347:(0,0,0,2,2,1,1,1,0,0)
348:(0,0,0,2,2,1,1,1,1,2)
349:(0,0,0,2,2,1,1,1,2,1)
350:(0,0,0,2,2,1,1,2,1,1)
351:(0,0,0,2,2,1,2,1,1,1)
352:(0,0,0,2,2,2,1,1,1,1)
353:(0,0,1,0,0,0,0,0,0,0)
354:(0,0,1,0,0,0,0,0,1,2)
355:(0,0,1,0,0,0,0,0,2,1)
356:(0,0,1,0,0,0,0,1,0,2)
357:(0,0,1,0,0,0,0,1,2,0)
358:(0,0,1,0,0,0,0,2,0,1)
359:(0,0,1,0,0,0,0,2,1,0)
360:(0,0,1,0,0,0,1,0,0,2)
361:(0,0,1,0,0,0,1,0,2,0)
362:(0,0,1,0,0,0,1,1,2,2)
363:(0,0,1,0,0,0,1,2,0,0)
364:(0,0,1,0,0,0,1,2,1,2)
365:(0,0,1,0,0,0,1,2,2,1)
366:(0,0,1,0,0,0,2,0,0,1)
367:(0,0,1,0,0,0,2,0,1,0)
368:(0,0,1,0,0,0,2,1,0,0)
369:(0,0,1,0,0,0,2,1,1,2)
370:(0,0,1,0,0,0,2,1,2,1)
371:(0,0,1,0,0,0,2,2,1,1)
372:(0,0,1,0,0,1,0,0,0,2)
373:(0,0,1,0,0,1,0,0,2,0)
374:(0,0,1,0,0,1,0,1,2,2)
375:(0,0,1,0,0,1,0,2,0,0)
376:(0,0,1,0,0,1,0,2,1,2)
377:(0,0,1,0,0,1,0,2,2,1)
378:(0,0,1,0,0,1,1,0,2,2)
379:(0,0,1,0,0,1,1,2,0,2)
380:(0,0,1,0,0,1,1,2,2,0)
381:(0,0,1,0,0,1,2,0,0,0)
382:(0,0,1,0,0,1,2,0,1,2)
383:(0,0,1,0,0,1,2,0,2,1)
384:(0,0,1,0,0,1,2,1,0,2)
385:(0,0,1,0,0,1,2,1,2,0)
386:(0,0,1,0,0,1,2,2,0,1)
387:(0,0,1,0,0,1,2,2,1,0)
388:(0,0,1,0,0,2,0,0,0,1)
389:(0,0,1,0,0,2,0,0,1,0)
390:(0,0,1,0,0,2,0,1,0,0)
391:(0,0,1,0,0,2,0,1,1,2)
392:(0,0,1,0,0,2,0,1,2,1)
393:(0,0,1,0,0,2,0,2,1,1)
394:(0,0,1,0,0,2,1,0,0,0)
395:(0,0,1,0,0,2,1,0,1,2)
396:(0,0,1,0,0,2,1,0,2,1)
397:(0,0,1,0,0,2,1,1,0,2)
398:(0,0,1,0,0,2,1,1,2,0)
399:(0,0,1,0,0,2,1,2,0,1)
400:(0,0,1,0,0,2,1,2,1,0)
401:(0,0,1,0,0,2,2,0,1,1)
402:(0,0,1,0,0,2,2,1,0,1)
403:(0,0,1,0,0,2,2,1,1,0)
404:(0,0,1,0,1,0,0,0,0,2)
405:(0,0,1,0,1,0,0,0,2,0)
406:(0,0,1,0,1,0,0,1,2,2)
407:(0,0,1,0,1,0,0,2,0,0)
408:(0,0,1,0,1,0,0,2,1,2)
409:(0,0,1,0,1,0,0,2,2,1)
410:(0,0,1,0,1,0,1,0,2,2)
411:(0,0,1,0,1,0,1,2,0,2)
412:(0,0,1,0,1,0,1,2,2,0)
413:(0,0,1,0,1,0,2,0,0,0)
414:(0,0,1,0,1,0,2,0,1,2)
415:(0,0,1,0,1,0,2,0,2,1)
416:(0,0,1,0,1,0,2,1,0,2)
417:(0,0,1,0,1,0,2,1,2,0)
418:(0,0,1,0,1,0,2,2,0,1)
419:(0,0,1,0,1,0,2,2,1,0)
420:(0,0,1,0,1,1,0,0,2,2)
421:(0,0,1,0,1,1,0,2,0,2)
422:(0,0,1,0,1,1,0,2,2,0)
423:(0,0,1,0,1,1,2,0,0,2)
424:(0,0,1,0,1,1,2,0,2,0)
425:(0,0,1,0,1,1,2,1,2,2)
426:(0,0,1,0,1,1,2,2,0,0)
427:(0,0,1,0,1,1,2,2,1,2)
428:(0,0,1,0,1,1,2,2,2,1)
429:(0,0,1,0,1,2,0,0,0,0)
430:(0,0,1,0,1,2,0,0,1,2)
431:(0,0,1,0,1,2,0,0,2,1)
432:(0,0,1,0,1,2,0,1,0,2)
433:(0,0,1,0,1,2,0,1,2,0)
434:(0,0,1,0,1,2,0,2,0,1)
435:(0,0,1,0,1,2,0,2,1,0)
436:(0,0,1,0,1,2,1,0,0,2)
437:(0,0,1,0,1,2,1,0,2,0)
438:(0,0,1,0,1,2,1,1,2,2)
439:(0,0,1,0,1,2,1,2,0,0)
440:(0,0,1,0,1,2,1,2,1,2)
441:(0,0,1,0,1,2,1,2,2,1)
442:(0,0,1,0,1,2,2,0,0,1)
443:(0,0,1,0,1,2,2,0,1,0)
444:(0,0,1,0,1,2,2,1,0,0)
445:(0,0,1,0,1,2,2,1,1,2)
446:(0,0,1,0,1,2,2,1,2,1)
447:(0,0,1,0,1,2,2,2,1,1)
448:(0,0,1,0,2,0,0,0,0,1)
449:(0,0,1,0,2,0,0,0,1,0)
450:(0,0,1,0,2,0,0,1,0,0)
451:(0,0,1,0,2,0,0,1,1,2)
452:(0,0,1,0,2,0,0,1,2,1)
453:(0,0,1,0,2,0,0,2,1,1)
454:(0,0,1,0,2,0,1,0,0,0)
455:(0,0,1,0,2,0,1,0,1,2)
456:(0,0,1,0,2,0,1,0,2,1)
457:(0,0,1,0,2,0,1,1,0,2)
458:(0,0,1,0,2,0,1,1,2,0)
459:(0,0,1,0,2,0,1,2,0,1)
460:(0,0,1,0,2,0,1,2,1,0)
461:(0,0,1,0,2,0,2,0,1,1)
462:(0,0,1,0,2,0,2,1,0,1)
463:(0,0,1,0,2,0,2,1,1,0)
464:(0,0,1,0,2,1,0,0,0,0)
465:(0,0,1,0,2,1,0,0,1,2)
466:(0,0,1,0,2,1,0,0,2,1)
467:(0,0,1,0,2,1,0,1,0,2)
468:(0,0,1,0,2,1,0,1,2,0)
469:(0,0,1,0,2,1,0,2,0,1)
470:(0,0,1,0,2,1,0,2,1,0)
471:(0,0,1,0,2,1,1,0,0,2)
472:(0,0,1,0,2,1,1,0,2,0)
473:(0,0,1,0,2,1,1,1,2,2)
474:(0,0,1,0,2,1,1,2,0,0)
475:(0,0,1,0,2,1,1,2,1,2)
476:(0,0,1,0,2,1,1,2,2,1)
477:(0,0,1,0,2,1,2,0,0,1)
478:(0,0,1,0,2,1,2,0,1,0)
479:(0,0,1,0,2,1,2,1,0,0)
480:(0,0,1,0,2,1,2,1,1,2)
481:(0,0,1,0,2,1,2,1,2,1)
482:(0,0,1,0,2,1,2,2,1,1)
483:(0,0,1,0,2,2,0,0,1,1)
484:(0,0,1,0,2,2,0,1,0,1)
485:(0,0,1,0,2,2,0,1,1,0)
486:(0,0,1,0,2,2,1,0,0,1)
487:(0,0,1,0,2,2,1,0,1,0)
488:(0,0,1,0,2,2,1,1,0,0)
489:(0,0,1,0,2,2,1,1,1,2)
490:(0,0,1,0,2,2,1,1,2,1)
491:(0,0,1,0,2,2,1,2,1,1)
492:(0,0,1,1,0,0,0,0,0,2)
493:(0,0,1,1,0,0,0,0,2,0)
494:(0,0,1,1,0,0,0,1,2,2)
495:(0,0,1,1,0,0,0,2,0,0)
496:(0,0,1,1,0,0,0,2,1,2)
497:(0,0,1,1,0,0,0,2,2,1)
498:(0,0,1,1,0,0,1,0,2,2)
499:(0,0,1,1,0,0,1,2,0,2)
500:(0,0,1,1,0,0,1,2,2,0)
501:(0,0,1,1,0,0,2,0,0,0)
502:(0,0,1,1,0,0,2,0,1,2)
503:(0,0,1,1,0,0,2,0,2,1)
504:(0,0,1,1,0,0,2,1,0,2)
505:(0,0,1,1,0,0,2,1,2,0)
506:(0,0,1,1,0,0,2,2,0,1)
507:(0,0,1,1,0,0,2,2,1,0)
508:(0,0,1,1,0,1,0,0,2,2)
509:(0,0,1,1,0,1,0,2,0,2)
510:(0,0,1,1,0,1,0,2,2,0)
511:(0,0,1,1,0,1,2,0,0,2)
512:(0,0,1,1,0,1,2,0,2,0)
513:(0,0,1,1,0,1,2,1,2,2)
514:(0,0,1,1,0,1,2,2,0,0)
515:(0,0,1,1,0,1,2,2,1,2)
516:(0,0,1,1,0,1,2,2,2,1)
517:(0,0,1,1,0,2,0,0,0,0)
518:(0,0,1,1,0,2,0,0,1,2)
519:(0,0,1,1,0,2,0,0,2,1)
520:(0,0,1,1,0,2,0,1,0,2)
521:(0,0,1,1,0,2,0,1,2,0)
522:(0,0,1,1,0,2,0,2,0,1)
523:(0,0,1,1,0,2,0,2,1,0)
524:(0,0,1,1,0,2,1,0,0,2)
525:(0,0,1,1,0,2,1,0,2,0)
526:(0,0,1,1,0,2,1,1,2,2)
527:(0,0,1,1,0,2,1,2,0,0)
528:(0,0,1,1,0,2,1,2,1,2)
529:(0,0,1,1,0,2,1,2,2,1)
530:(0,0,1,1,0,2,2,0,0,1)
531:(0,0,1,1,0,2,2,0,1,0)
532:(0,0,1,1,0,2,2,1,0,0)
533:(0,0,1,1,0,2,2,1,1,2)
534:(0,0,1,1,0,2,2,1,2,1)
535:(0,0,1,1,0,2,2,2,1,1)
536:(0,0,1,1,1,0,0,0,2,2)
537:(0,0,1,1,1,0,0,2,0,2)
538:(0,0,1,1,1,0,0,2,2,0)
539:(0,0,1,1,1,0,2,0,0,2)
540:(0,0,1,1,1,0,2,0,2,0)
541:(0,0,1,1,1,0,2,1,2,2)
542:(0,0,1,1,1,0,2,2,0,0)
543:(0,0,1,1,1,0,2,2,1,2)
544:(0,0,1,1,1,0,2,2,2,1)
545:(0,0,1,1,1,1,2,0,2,2)
546:(0,0,1,1,1,1,2,2,0,2)
547:(0,0,1,1,1,1,2,2,2,0)
548:(0,0,1,1,1,2,0,0,0,2)
549:(0,0,1,1,1,2,0,0,2,0)
550:(0,0,1,1,1,2,0,1,2,2)
551:(0,0,1,1,1,2,0,2,0,0)
552:(0,0,1,1,1,2,0,2,1,2)
553:(0,0,1,1,1,2,0,2,2,1)
554:(0,0,1,1,1,2,1,0,2,2)
555:(0,0,1,1,1,2,1,2,0,2)
556:(0,0,1,1,1,2,1,2,2,0)
557:(0,0,1,1,1,2,2,0,0,0)
558:(0,0,1,1,1,2,2,0,1,2)
559:(0,0,1,1,1,2,2,0,2,1)
560:(0,0,1,1,1,2,2,1,0,2)
561:(0,0,1,1,1,2,2,1,2,0)
562:(0,0,1,1,1,2,2,2,0,1)
563:(0,0,1,1,1,2,2,2,1,0)
564:(0,0,1,1,2,0,0,0,0,0)
565:(0,0,1,1,2,0,0,0,1,2)
566:(0,0,1,1,2,0,0,0,2,1)
567:(0,0,1,1,2,0,0,1,0,2)
568:(0,0,1,1,2,0,0,1,2,0)
569:(0,0,1,1,2,0,0,2,0,1)
570:(0,0,1,1,2,0,0,2,1,0)
571:(0,0,1,1,2,0,1,0,0,2)
572:(0,0,1,1,2,0,1,0,2,0)
573:(0,0,1,1,2,0,1,1,2,2)
574:(0,0,1,1,2,0,1,2,0,0)
575:(0,0,1,1,2,0,1,2,1,2)
576:(0,0,1,1,2,0,1,2,2,1)
577:(0,0,1,1,2,0,2,0,0,1)
578:(0,0,1,1,2,0,2,0,1,0)
579:(0,0,1,1,2,0,2,1,0,0)
580:(0,0,1,1,2,0,2,1,1,2)
